"ID","fecha_encuesta","genero_r","edad","Mat_aprobadas","Mat_Desaprobadas","Mat_aprobadas2020_2021","sexo","fecha_nacimiento.y","maxnivelestcurmadre","maxnivelestcurpadre","maxnivelestdospadres","carrera","carrera_nombre","plan","materia","materia_nombre","fecha_inscripcion","fecha_regularidad","resultado_cursada","resultado_cursada_nombre","nota","q_cursadas","primera_fecha_inscripcion","fecha_final","primera_fecha_final","q_final","resultado_final","resultado_final_nombre","vM_equiv","cuatrimestre","ESTADO","ID_anon"
32,2024-10-22 18:34:46,2,20,18,0,7,"Femenino","2003-06","10. Universitario completo","11. Posgrado","11. Posgrado","S","Licenciatura en Sociología","actual","S218","Escritura y Argumentación",2021-03-18 10:50:00,2021-07-11,"A","Aprobado","9",1,2021-03-18 10:50:00,2021-07-28,2021-07-28,1,"A","Aprobado",NA,1,1,2424
32,2024-10-22 18:34:46,2,20,18,0,7,"Femenino","2003-06","10. Universitario completo","11. Posgrado","11. Posgrado","S","Licenciatura en Sociología","actual","S219","Economía para Ciencias Sociales",2022-02-14 00:45:00,2022-07-05,"P","Promocionado","10",1,2022-02-14 00:45:00,NA,NA,NA,NA,NA,NA,3,1,2424
32,2024-10-22 18:34:46,2,20,18,0,7,"Femenino","2003-06","10. Universitario completo","11. Posgrado","11. Posgrado","S","Licenciatura en Sociología","actual","S220","Procesos Sociales y Políticos de América Latina",2022-02-14 00:46:00,2022-07-01,"P","Promocionado","9",1,2022-02-14 00:46:00,NA,NA,NA,NA,NA,NA,3,1,2424
32,2024-10-22 18:34:46,2,20,18,0,7,"Femenino","2003-06","10. Universitario completo","11. Posgrado","11. Posgrado","S","Licenciatura en Sociología","actual","S221","Teorías Sociologícas 1",2022-02-14 00:48:00,2022-07-19,"A","Aprobado","10",1,2022-02-14 00:48:00,2022-07-25,2022-07-25,1,"A","Aprobado",NA,3,1,2424
32,2024-10-22 18:34:46,2,20,18,0,7,"Femenino","2003-06","10. Universitario completo","11. Posgrado","11. Posgrado","S","Licenciatura en Sociología","actual","S222","Estudios del Discurso",2022-07-04 09:16:00,2022-11-17,"P","Promocionado","10",2,2021-07-07 00:46:00,NA,NA,NA,NA,NA,NA,4,1,2424
32,2024-10-22 18:34:46,2,20,18,0,7,"Femenino","2003-06","10. Universitario completo","11. Posgrado","11. Posgrado","S","Licenciatura en Sociología","actual","S223","Metodologías Cuantitativas",2023-02-13 13:15:00,2023-07-12,"P","Promocionado","10",1,2023-02-13 13:15:00,NA,NA,NA,NA,NA,NA,5,1,2424
32,2024-10-22 18:34:46,2,20,18,0,7,"Femenino","2003-06","10. Universitario completo","11. Posgrado","11. Posgrado","S","Licenciatura en Sociología","actual","S224","Metodologías Cualitativas",2023-07-21 11:14:00,2023-11-23,"P","Promocionado","10",1,2023-07-21 11:14:00,NA,NA,NA,NA,NA,NA,6,1,2424
32,2024-10-22 18:34:46,2,20,18,0,7,"Femenino","2003-06","10. Universitario completo","11. Posgrado","11. Posgrado","S","Licenciatura en Sociología","actual","TS06","Trabajo Social I",2021-03-18 10:59:00,2021-07-02,"U","Ausente","(null)",1,2021-03-18 10:59:00,NA,NA,NA,NA,NA,NA,NA,0,2424
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","CC01","HISTORIA GENERAL",2022-07-06 11:34:00,2022-11-23,"A","Aprobado","6",2,2021-08-07 01:12:00,2023-05-17,2022-12-14,3,"A","Aprobado",NA,2,1,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","CC02","HISTORIA ARGENTINA",2023-07-15 10:50:00,2023-11-24,"A","Aprobado","5",1,2023-07-15 10:50:00,2024-02-29,2024-02-29,1,"U","Ausente",NA,4,0,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","CC03","INTRODUCCION A LA FILOSOFIA",2021-07-08 17:48:00,2021-11-25,"P","Promocionado","9",1,2021-07-08 17:48:00,NA,NA,NA,NA,NA,NA,2,1,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","CC05","INTRODUCCION A LA SOCIOLOGIA",2021-02-17 21:14:00,2021-07-12,"P","Promocionado","10",1,2021-02-17 21:14:00,NA,NA,NA,NA,NA,NA,1,1,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","CC07","INTRODUCCION A LA CIENCIA POLITICA",2022-07-06 11:33:00,2022-12-07,"A","Aprobado","6",1,2022-07-06 11:33:00,2023-02-28,2023-02-28,1,"A","Aprobado",NA,2,1,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","CC08","METODOLOGIA DE LA INVESTIGACION",2023-07-10 18:52:00,2023-11-23,"P","Promocionado","8",1,2023-07-10 18:52:00,NA,NA,NA,NA,NA,NA,4,1,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","CC09","INTRODUCCION A LA ANTROPOLOGIA",2021-02-17 21:15:00,2021-07-05,"A","Aprobado","6",1,2021-02-17 21:15:00,2021-07-27,2021-07-27,1,"A","Aprobado",NA,1,1,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","OP194","Justicia y Derechos Humanos",2023-02-15 16:32:00,2023-07-14,"P","Promocionado","8",1,2023-02-15 16:32:00,NA,NA,NA,NA,NA,NA,NA,1,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","S206","Teorías Sociologícas 2",2023-02-15 16:27:00,2023-06-30,"P","Promocionado","8",1,2023-02-15 16:27:00,NA,NA,NA,NA,NA,NA,5,1,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","S208","Teorías Sociologícas 3",2023-07-10 18:53:00,2023-11-25,"P","Promocionado","8",1,2023-07-10 18:53:00,NA,NA,NA,NA,NA,NA,6,1,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","S218","Escritura y Argumentación",2021-06-14 03:31:00,2021-07-09,"P","Promocionado","8",1,2021-06-14 03:31:00,NA,NA,NA,NA,NA,NA,1,1,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","S219","Economía para Ciencias Sociales",2022-02-15 21:08:00,2022-07-05,"P","Promocionado","8",1,2022-02-15 21:08:00,NA,NA,NA,NA,NA,NA,3,1,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","S220","Procesos Sociales y Políticos de América Latina",2023-02-15 16:17:00,2023-07-13,"P","Promocionado","8",1,2023-02-15 16:17:00,NA,NA,NA,NA,NA,NA,3,1,820
33,2024-10-22 18:34:51,2,45,11,0,4,"Femenino","1978-07","06. Secundario completo","03. Primaria incompleta","06. Secundario completo","S","Licenciatura en Sociología","actual","S221","Teorías Sociologícas 1",2022-02-15 21:04:00,2022-07-19,"A","Aprobado","8",1,2022-02-15 21:04:00,2022-07-25,2022-07-25,1,"A","Aprobado",NA,3,1,820
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","CC01","HISTORIA GENERAL",2021-07-07 18:50:00,2021-11-23,"P","Promocionado","10",1,2021-07-07 18:50:00,NA,NA,NA,NA,NA,NA,2,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","CC02","HISTORIA ARGENTINA",2023-07-13 16:39:00,2023-11-24,"A","Aprobado","10",1,2023-07-13 16:39:00,2023-12-14,2023-12-14,1,"A","Aprobado",NA,4,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","CC03","INTRODUCCION A LA FILOSOFIA",2022-07-04 11:22:00,2022-12-22,"A","Aprobado","9",1,2022-07-04 11:22:00,2022-12-13,2022-12-13,1,"A","Aprobado",NA,2,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","CC05","INTRODUCCION A LA SOCIOLOGIA",2021-02-17 17:04:00,2021-07-12,"P","Promocionado","10",1,2021-02-17 17:04:00,NA,NA,NA,NA,NA,NA,1,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","CC07","INTRODUCCION A LA CIENCIA POLITICA",2021-07-07 18:50:00,2021-11-20,"P","Promocionado","9",1,2021-07-07 18:50:00,NA,NA,NA,NA,NA,NA,2,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","CC08","METODOLOGIA DE LA INVESTIGACION",2023-07-10 16:41:00,2023-11-23,"P","Promocionado","9",1,2023-07-10 16:41:00,NA,NA,NA,NA,NA,NA,4,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","CC09","INTRODUCCION A LA ANTROPOLOGIA",2021-02-17 17:04:00,2021-07-05,"P","Promocionado","10",1,2021-02-17 17:04:00,NA,NA,NA,NA,NA,NA,1,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","OP125","Análisis de las Sociedades Latinoamericanas Actuales",2022-02-21 18:15:00,2022-07-02,"U","Ausente","(null)",1,2022-02-21 18:15:00,NA,NA,NA,NA,NA,NA,NA,0,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","S204","Inglés 2",2022-07-06 14:44:00,2022-11-19,"P","Promocionado","9",1,2022-07-06 14:44:00,NA,NA,NA,NA,NA,NA,4,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","S218","Escritura y Argumentación",2022-02-26 19:00:00,2022-07-05,"P","Promocionado","10",1,2022-02-26 19:00:00,NA,NA,NA,NA,NA,NA,1,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","S219","Economía para Ciencias Sociales",2022-02-14 13:47:00,2022-07-05,"P","Promocionado","10",1,2022-02-14 13:47:00,NA,NA,NA,NA,NA,NA,3,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","S220","Procesos Sociales y Políticos de América Latina",2023-02-13 11:46:00,2023-07-13,"P","Promocionado","10",1,2023-02-13 11:46:00,NA,NA,NA,NA,NA,NA,3,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","S221","Teorías Sociologícas 1",2023-02-13 12:12:00,2023-07-10,"A","Aprobado","10",1,2023-02-13 12:12:00,2023-07-31,2023-07-31,1,"A","Aprobado",NA,3,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","S222","Estudios del Discurso",2022-07-08 19:57:00,2022-11-17,"P","Promocionado","10",1,2022-07-08 19:57:00,NA,NA,NA,NA,NA,NA,4,1,879
35,2024-10-22 18:36:56,1,43,12,0,4,"Masculino","1980-09","05. Secundario incompleto","07. Terciario incompleto","07. Terciario incompleto","S","Licenciatura en Sociología","actual","S226","Inglés 1",2022-02-14 13:47:00,2022-06-24,"P","Promocionado","9",1,2022-02-14 13:47:00,NA,NA,NA,NA,NA,NA,3,1,879
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC01","HISTORIA GENERAL",2022-07-04 11:33:00,2022-11-23,"P","Promocionado","8",3,2020-07-07 06:52:00,NA,NA,NA,NA,NA,NA,2,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC02","HISTORIA ARGENTINA",2023-07-17 12:33:00,2023-11-24,"A","Aprobado","8",1,2023-07-17 12:33:00,2023-12-14,2023-12-14,1,"A","Aprobado",NA,4,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC03","INTRODUCCION A LA FILOSOFIA",2022-07-04 11:33:00,2022-11-20,"P","Promocionado","8",2,2021-07-07 00:05:00,NA,NA,NA,NA,NA,NA,2,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC05","INTRODUCCION A LA SOCIOLOGIA",2021-02-18 15:26:00,2021-07-12,"P","Promocionado","9",2,2020-04-07 12:52:00,NA,NA,NA,NA,NA,NA,1,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC07","INTRODUCCION A LA CIENCIA POLITICA",2022-02-20 14:31:00,2022-07-07,"P","Promocionado","9",2,2020-07-07 06:55:00,NA,NA,NA,NA,NA,NA,2,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC08","METODOLOGIA DE LA INVESTIGACION",2023-07-11 20:51:00,2023-11-23,"P","Promocionado","9",1,2023-07-11 20:51:00,NA,NA,NA,NA,NA,NA,4,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC09","INTRODUCCION A LA ANTROPOLOGIA",2021-02-18 15:25:00,2021-07-05,"P","Promocionado","7",2,2020-04-07 12:53:00,NA,NA,NA,NA,NA,NA,1,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S 17","SOCIEDAD, CULTURA Y PODER",2023-07-11 20:50:00,2023-12-10,"U","Ausente","(null)",1,2023-07-11 20:50:00,NA,NA,NA,NA,NA,NA,6,0,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S 19","ESTUDIOS SOCIALES DE LA ECONOMIA",2023-12-05 18:13:00,2024-03-07,"P","Promocionado","10",1,2023-12-05 18:13:00,NA,NA,NA,NA,NA,NA,8,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S204","Inglés 2",2023-07-10 12:28:00,2023-11-22,"P","Promocionado","9",1,2023-07-10 12:28:00,NA,NA,NA,NA,NA,NA,4,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S218","Escritura y Argumentación",2020-04-07 12:50:00,2020-06-29,"P","Promocionado","8",1,2020-04-07 12:50:00,NA,NA,NA,NA,NA,NA,1,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S219","Economía para Ciencias Sociales",2022-02-20 14:42:00,2022-07-05,"P","Promocionado","7",1,2022-02-20 14:42:00,NA,NA,NA,NA,NA,NA,3,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S220","Procesos Sociales y Políticos de América Latina",2023-02-13 13:45:00,2023-07-13,"P","Promocionado","10",1,2023-02-13 13:45:00,NA,NA,NA,NA,NA,NA,3,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S221","Teorías Sociologícas 1",2023-02-13 13:46:00,2023-07-10,"A","Aprobado","10",1,2023-02-13 13:46:00,2023-07-31,2023-07-31,1,"A","Aprobado",NA,3,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S222","Estudios del Discurso",2022-07-04 11:35:00,2022-11-17,"P","Promocionado","9",1,2022-07-04 11:35:00,NA,NA,NA,NA,NA,NA,4,1,2400
36,2024-10-22 18:37:04,1,21,11,0,3,"Masculino","2002-04","09. Universitario incompleto","07. Terciario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S226","Inglés 1",2022-02-20 14:38:00,2022-06-24,"P","Promocionado","9",1,2022-02-20 14:38:00,NA,NA,NA,NA,NA,NA,3,1,2400
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","previo","CC01","HISTORIA GENERAL",2016-02-19 13:38:00,2016-07-04,"A","Aprobado","5",2,2015-03-09 10:36:00,2016-07-13,2015-03-03,5,"A","Aprobado",NA,1,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","previo","CC02","HISTORIA ARGENTINA",2016-07-14 12:56:00,2016-11-17,"A","Aprobado","5",2,2015-06-29 15:20:00,2017-02-23,2016-12-07,2,"A","Aprobado",NA,4,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","CC03","INTRODUCCION A LA FILOSOFIA",2018-07-11 13:00:00,2018-11-28,"P","Promocionado","9",4,2015-03-09 10:36:00,2016-02-23,2015-03-06,4,"U","Ausente",NA,2,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","CC05","INTRODUCCION A LA SOCIOLOGIA",2019-02-19 23:36:00,2019-07-22,"A","Aprobado","6",3,2018-02-05 09:51:00,2019-08-01,2019-08-01,1,"A","Aprobado",NA,1,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","CC07","INTRODUCCION A LA CIENCIA POLITICA",2017-07-13 12:59:00,2017-11-21,"A","Aprobado","5",1,2017-07-13 12:59:00,2017-12-12,2017-12-12,1,"A","Aprobado",NA,2,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","CC08","METODOLOGIA DE LA INVESTIGACION",2021-07-07 23:56:00,2021-11-18,"A","Aprobado","6",4,2015-06-29 17:22:00,2022-12-05,2022-03-07,2,"A","Aprobado",NA,4,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","CC09","INTRODUCCION A LA ANTROPOLOGIA",2019-02-19 23:36:00,2019-07-02,"P","Promocionado","9",1,2019-02-19 23:36:00,NA,NA,NA,NA,NA,NA,1,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","S 17","SOCIEDAD, CULTURA Y PODER",2023-07-11 07:17:00,2023-11-24,"A","Aprobado","4",2,2021-07-08 00:02:00,2024-02-26,2023-12-04,2,"A","Aprobado",NA,6,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","S 19","ESTUDIOS SOCIALES DE LA ECONOMIA",2023-12-05 12:23:00,2024-03-07,"A","Aprobado","4",1,2023-12-05 12:23:00,NA,NA,NA,NA,NA,NA,8,0,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","previo","S 29","INGLES I",2015-06-29 15:21:00,2015-12-04,"P","Promocionado","10",1,2015-06-29 15:21:00,NA,NA,NA,NA,NA,NA,NA,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","S205","Sociología del Trabajo",2023-02-23 21:49:00,2023-07-04,"P","Promocionado","7",1,2023-02-23 21:49:00,NA,NA,NA,NA,NA,NA,5,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","S206","Teorías Sociologícas 2",2021-02-18 08:06:00,2021-07-01,"P","Promocionado","8",1,2021-02-18 08:06:00,NA,NA,NA,NA,NA,NA,5,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","S208","Teorías Sociologícas 3",2021-07-08 00:03:00,2021-11-18,"A","Aprobado","6",1,2021-07-08 00:03:00,2023-08-04,2022-03-11,4,"A","Aprobado",NA,6,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","S219","Economía para Ciencias Sociales",2018-03-02 07:56:00,2018-07-06,"P","Promocionado","8",1,2018-03-02 07:56:00,2018-03-01,2017-07-13,2,"U","Ausente",NA,3,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","S220","Procesos Sociales y Políticos de América Latina",2020-02-25 12:23:00,2020-07-17,"A","Aprobado","6",1,2020-02-25 12:23:00,2020-07-31,2020-07-31,1,"U","Ausente",NA,3,0,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","S221","Teorías Sociologícas 1",2020-02-25 12:22:00,2020-07-28,"A","Aprobado","5",1,2020-02-25 12:22:00,2020-07-27,2020-07-27,1,"A","Aprobado",NA,3,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","S222","Estudios del Discurso",2020-07-15 21:08:00,2020-11-20,"A","Aprobado","6",3,2018-07-11 13:07:00,2020-12-15,2020-12-15,1,"A","Aprobado",NA,4,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","S223","Metodologías Cuantitativas",2023-02-23 21:50:00,2023-07-07,"P","Promocionado","7",1,2023-02-23 21:50:00,NA,NA,NA,NA,NA,NA,5,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo","S","Licenciatura en Sociología","actual","S224","Metodologías Cualitativas",2023-07-12 17:13:00,2023-11-27,"P","Promocionado","8",1,2023-07-12 17:13:00,NA,NA,NA,NA,NA,NA,6,1,366
38,2024-10-22 18:38:03,1,46,20,1,3,"Masculino","1976-12","03. Primaria incompleta","06. Secundario completo","06. Secundario completo",NA,NA,"otro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1821
39,2024-10-22 18:39:49,2,20,11,0,4,"Femenino","2003-05","07. Terciario incompleto","09. Universitario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC01","HISTORIA GENERAL",2021-12-04 00:07:00,2022-03-14,"P","Promocionado","7",2,2021-07-21 17:18:00,NA,NA,NA,NA,NA,NA,2,1,606
39,2024-10-22 18:39:49,2,20,11,0,4,"Femenino","2003-05","07. Terciario incompleto","09. Universitario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC02","HISTORIA ARGENTINA",2023-07-14 12:46:00,2023-11-28,"U","Ausente","(null)",1,2023-07-14 12:46:00,2023-12-14,2023-12-14,1,"U","Ausente",NA,4,0,606
39,2024-10-22 18:39:49,2,20,11,0,4,"Femenino","2003-05","07. Terciario incompleto","09. Universitario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC03","INTRODUCCION A LA FILOSOFIA",2021-07-21 17:18:00,2021-11-24,"P","Promocionado","8",1,2021-07-21 17:18:00,NA,NA,NA,NA,NA,NA,2,1,606
39,2024-10-22 18:39:49,2,20,11,0,4,"Femenino","2003-05","07. Terciario incompleto","09. Universitario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC05","INTRODUCCION A LA SOCIOLOGIA",2021-03-18 19:23:00,2021-07-12,"P","Promocionado","7",1,2021-03-18 19:23:00,NA,NA,NA,NA,NA,NA,1,1,606
39,2024-10-22 18:39:49,2,20,11,0,4,"Femenino","2003-05","07. Terciario incompleto","09. Universitario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC07","INTRODUCCION A LA CIENCIA POLITICA",2021-07-21 17:18:00,2021-11-24,"P","Promocionado","8",1,2021-07-21 17:18:00,NA,NA,NA,NA,NA,NA,2,1,606
